@relation 'NAEP TRAINING DATA SET'
@attribute time {0.3,0.2,0.1}
@attribute VH098519time numeric
@attribute VH098519ETU {0,1}
@attribute VH098522time numeric
@attribute VH098522ETU {0,1}
@attribute VH098556time numeric
@attribute VH098556ETU {0,1}
@attribute VH098597time numeric
@attribute VH098597ETU {0,1}
@attribute VH098740time numeric
@attribute VH098740ETU {0,1}
@attribute VH098753time numeric
@attribute VH098753ETU {0,1}
@attribute VH098759time numeric
@attribute VH098759ETU {0,1}
@attribute VH098779time numeric
@attribute VH098779ETU {0,1}
@attribute VH098783time numeric
@attribute VH098783ETU {0,1}
@attribute VH098808time numeric
@attribute VH098808ETU {0,1}
@attribute VH098810time numeric
@attribute VH098810ETU {0,1}
@attribute VH098812time numeric
@attribute VH098812ETU {0,1}
@attribute VH098834time numeric
@attribute VH098834ETU {0,1}
@attribute VH098839time numeric
@attribute VH098839ETU {0,1}
@attribute VH134366time numeric
@attribute VH134366ETU {0,1}
@attribute VH134373time numeric
@attribute VH134373ETU {0,1}
@attribute VH134387time numeric
@attribute VH134387ETU {0,1}
@attribute VH139047time numeric
@attribute VH139047ETU {0,1}
@attribute VH139196time numeric
@attribute VH139196ETU {0,1}
@attribute VH356862time numeric
@attribute VH356862ETU {0,1}
@attribute BlockRev numeric 
@attribute EOSTimeLft numeric
@attribute SecTimeOut numeric
@attribute HELPMAT8 numeric
@attribute class {0,1}
@data
0.3, 0.768500010172526, 1, 0.020333333810170492, 1, 0.21311666170756022, 1, 1.1764999389648438, 1, 1.1254999796549479, 1, 1.6566666920979818, 1, 0.8590666453043619, 1, 0.025, 1, 0.8925999959309896, 1, 2.295116678873698, 1, 0.378000005086263, 1, 3.046883392333984, 1, 0.8709499994913737, 1, 1.2076666514078775, 1, 2.161000061035156, 1, 1.7204332987467448, 1, 1.3062666575113933, 1, 3.1737332661946613, 1, 1.6812833150227864, 1, 0.11854999860127767, 1, 1, 1, 0, 0, 1
0.3, 0.9764500300089518, 1, 0.5208333333333334, 1, 0.41340001424153644, 1, 0.8240500132242838, 1, 1.1949999491373697, 1, 1.3324999491373697, 1, 2.2773834228515626, 1, 0.39616667429606117, 1, 0.3962833404541016, 1, 0.026500000556310018, 0, 0.2990000089009603, 1, 1.7617167154947917, 1, 0.7625, 1, 0.9412666956583658, 1, 2.865833282470703, 1, 1.1805000305175781, 1, 0.7077666600545247, 1, 0.5376166661580404, 1, 1.1368333180745442, 1, 0.13423333168029786, 1, 1, 1, 0, 0, 1
0.3, 0.9916666666666667, 1, 0.03366666634877523, 1, 0.49571666717529295, 1, 0.7456166585286458, 1, 0.6818333307902018, 1, 0.5984999974568684, 1, 1.4536666870117188, 1, 0.4234999974568685, 1, 1.9130499521891275, 1, 1.5874500274658203, 1, 0.03171666661898295, 1, 0.9106666564941406, 1, 1.9703833262125652, 1, 1.385116704305013, 1, 0.027566667397816977, 0, 2.359333292643229, 1, 0.7534500122070312, 1, 1.2283332824707032, 1, 1.2347333272298178, 1, 0.16493333180745443, 1, 1, 1, 0, 0, 1
0.3, 0.5022833188374837, 1, 1.496833292643229, 1, 0.28921667734781903, 1, 0.4348833401997884, 1, 1.0135000228881836, 1, 2.084499994913737, 1, 0.9712333043416341, 1, 1.0966166178385417, 1, 3.1980000813802083, 1, 1.45, 1, 0.32416667938232424, 1, 1.4622833251953125, 1, 0.46706666946411135, 1, 0.46416667302449544, 1, 2.8427167256673176, 1, 3.5484334309895833, 1, 1.5117833455403646, 1, 1.0078333536783854, 1, 3.1009501139322917, 1, 0.3193833351135254, 1, 1, 1, 0, 0, 1
0.3, 1.170883305867513, 1, 2.401599884033203, 1, 0.5173333485921224, 1, 0.838783327738444, 1, 0.5837833404541015, 1, 1.2497833251953125, 1, 0.6842666625976562, 1, 0.4486166636149089, 1, 1.6267166137695312, 1, 1.671833292643229, 1, 0.31344998677571617, 1, 1.2436166127522787, 1, 0.7146166483561198, 1, 1.2432167053222656, 1, 3.0085667928059894, 1, 2.6372833251953125, 1, 0.7302833557128906, 1, 1.3406166076660155, 1, 1.66961669921875, 1, 0.21843333244323732, 1, 1, 1, 0, 0, 1
0.3, 2.9942832946777345, 1,0, 0,0, 0,0, 0, 0.7952333450317383, 1, 2.93711675008138, 1, 5.174450174967448, 1,0, 0, 0.766783332824707, 1, 1.0786167144775392, 1, 0.40300000508626305, 1, 1.715566635131836, 1,0, 0, 0.002666666607062022, 1, 0.08100000222524008, 1, 4.60249989827474, 1, 2.9806167602539064, 1, 1.901883316040039, 1, 2.2194501241048177, 1, 0.16456665992736816, 1, 0, 0, 1, 0, 1
0.3, 1.7761666615804037, 1, 0.36016667683919273, 1, 1.0996667226155599, 1, 2.1070499420166016, 1, 0.5775000254313151, 1, 0.9037666956583659, 1, 1.2602832794189454, 1, 0.5174999872843424, 1, 1.1066000620524088, 1, 0.7693333307902018, 1, 0.28133331934611, 1, 1.1777167002360025, 1, 0.6827166875203451, 1, 0.8040000279744466, 1, 2.4459999084472654, 1, 2.2237167358398438, 1, 0.35649998982747394, 1, 1.2012166341145833, 1, 1.1757832845052083, 1, 0.21378332773844402, 1, 1, 1, 0, 0, 0
0.3, 1.4501167297363282, 1,0, 0,0, 0, 8.333333457509677E-4, 0, 0.9828333536783854, 1, 4.500266520182292, 1, 3.1574999491373696, 1,0, 0, 0.6013333638509114, 1, 1.7841667175292968, 1, 0.9812166849772136, 1, 1.3766666412353517, 1,0, 0, 0.9508333206176758, 1, 2.4946665445963543, 1, 2.105616633097331, 1, 1.5381666819254558, 1, 4.78616689046224, 1, 1.9532666524251303, 1, 0.1449999968210856, 1, 0, 0, 1, 0, 1
0.3, 2.5855499267578126, 1,0, 0,0, 0,0, 0, 0.26671667098999025, 1, 2.104600016276042, 1, 1.0903333028157551, 1,0, 0, 0.5544499715169271, 1, 0.06321666638056438, 1, 0.7867166519165039, 1, 2.0941666920979816, 1,0, 0,0, 0, 3.7911666870117187, 1,0, 0, 2.1482833862304687, 1, 9.154450480143229, 1, 0.0015000000596046448, 0, 0.0878333330154419, 1, 0, 0, 1, 0, 0
0.3, 1.4222832997639974, 1, 9.000000233451525E-4, 1, 0.25533332824707033, 1, 0.6777833302815756, 1, 0.965500005086263, 1, 2.4634000142415364, 1, 1.9226666768391927, 1, 0.2572166601816813, 1, 1.1827667236328125, 1, 2.337616729736328, 1, 0.4317833264668783, 1, 1.4332166035970053, 1, 0.9847333272298177, 1, 0.9902666727701823, 1, 2.6495999654134113, 1, 3.223883310953776, 1, 3.995566558837891, 1, 0.6608833312988281, 1, 2.9329500834147137, 1, 0.19710000356038412, 1, 0, 0, 1, 0, 1
0.3, 1.2787832895914713, 1, 0.6423333485921224, 1, 0.25304999351501467, 1, 1.139883295694987, 1, 0.6754500071207682, 1, 2.1266666412353517, 1, 2.2333333333333334, 1, 0.3716666539510091, 1, 0.8782833099365235, 1, 0.057933334509531656, 1, 0.43154999415079753, 1, 0.0712833325068156, 1, 2.447216542561849, 1, 1.2497333526611327, 1, 2.3449333190917967, 1, 1.9712666829427083, 1, 0.7915999730428059, 1, 1.5965666453043619, 1, 2.4764999389648437, 1, 0.20350000063578289, 1, 1, 1, 0, 0, 1
0.3, 0.562000020345052, 1, 0.6336166381835937, 1, 0.3596666653951009, 1, 1.1956666310628254, 1, 1.72793337504069, 1, 2.946399943033854, 1, 1.2151166280110677, 1, 0.30995000203450523, 1, 1.943999989827474, 1, 1.381000010172526, 1, 0.3636166572570801, 1, 1.6108333587646484, 1, 0.670283317565918, 1, 1.2995499928792318, 1, 3.844099934895833, 1, 0.6194000244140625, 1, 0.28178332646687826, 1, 3.553399912516276, 1, 1.9132333119710287, 1, 0.18233332633972169, 1, 1, 1, 0, 0, 1
0.3, 0.98766663869222, 1, 0.5979000091552734, 1, 0.3867666562398275, 1, 0.8595666885375977, 1, 1.120449956258138, 1, 1.75033327738444, 1, 1.7118333180745442, 1, 0.3700000127156576, 1, 0.7463333129882812, 1, 0.0352833350499471, 1, 0.33243331909179685, 1, 1.1475499471028645, 1, 1.360550053914388, 1, 1.39461669921875, 1, 4.572000122070312, 1, 0.785783322652181, 1, 1.487933349609375, 1, 0.14521667162577312, 1, 1.2831666310628256, 1, 0.08083333174387614, 1, 1, 1, 0, 0, 0
0.3, 0.8127166748046875, 1, 1.3252166748046874, 1, 0.3109333356221517, 1, 1.4468332926432292, 1, 0.6035666783650716, 1, 1.059333356221517, 1, 1.4974500020345052, 1, 0.022883333762486777, 1, 1.099500020345052, 1, 1.220883305867513, 1, 0.53021666208903, 1, 1.7696000417073567, 1, 0.47893333435058594, 1, 0.07561666965484619, 1, 2.4876167297363283, 1, 0.09271667003631592, 1, 0.4268333435058594, 1, 1.6354999542236328, 1, 1.5710500081380208, 1, 0.12083333333333333, 1, 1, 1, 0, 0, 1
0.3, 0.055733335018157956, 1, 0.00411666656533877, 1, 0.4826166788736979, 1, 1.0629500071207683, 1, 1.1262833913167318, 1, 1.7758833567301433, 1, 3.303899892171224, 1, 0.28228333791097004, 1, 2.108066685994466, 1, 1.936449940999349, 1, 0.21721666653951008, 1, 1.6538333892822266, 1, 0.35059998830159506, 1, 0.4395000139872233, 1, 4.653933207194011, 1, 0.8226666768391927, 1, 1.3297332763671874, 1, 4.185833231608073, 1, 1.2453333536783855, 1, 0.20273332595825194, 1, 1, 0, 1, 1, 0
0.3, 0.34699999491373695, 1, 0.28454999923706054, 1, 0.26571666399637855, 1, 1.3662166595458984, 1, 0.050783332188924155, 1, 1.1663333892822265, 1,0, 0, 0.8300666809082031, 1, 0.946500015258789, 1,0, 0, 0.39123334884643557, 1, 0.4097833315531413, 1, 0.2050666650136312, 1, 0.9709999720255534, 1, 5.118333435058593, 1, 1.5799332936604817, 1, 0.41943333943684896, 1,0, 0, 0.7248833338419597, 1, 0.18643333117167155, 1, 1, 1, 0, 0, 1
0.3, 0.8383833567301432, 1, 0.027616665760676066, 1, 0.24266667366027833, 1, 0.07888333002726237, 1, 1.0109999974568684, 1, 0.9769999821980794, 1, 0.6665500005086263, 1, 0.22355000178019205, 1, 2.390549977620443, 1, 1.338066609700521, 1, 0.6295000076293945, 1, 1.302666727701823, 1, 0.05204999844233195, 1, 1.5593833923339844, 1, 1.6746667226155598, 1, 1.1578833262125652, 1, 0.7184333165486654, 1, 0.7456166585286458, 1, 2.316833241780599, 1, 0.34988333384195963, 1, 1, 1, 0, 0, 1
0.3, 2.4740999857584636, 1,0, 0,0, 0,0, 0, 0.6341666539510091, 1, 1.4472166697184246, 1, 2.0687833150227863, 1,0, 0, 1.7687333424886067, 1, 0.8468333562215169, 1, 0.5296666781107585, 1, 2.985266621907552, 1,0, 0,0, 0, 2.2861167907714846, 1, 7.333333293596903E-4, 1, 2.965833282470703, 1, 3.3493334452311196, 1, 3.221116638183594, 1, 0.16666666666666666, 1, 0, 0, 1, 0, 1
0.3, 0.38416665395100913, 1, 0.5478333155314128, 1, 0.37873334884643556, 1, 0.4515000025431315, 1, 0.39373334248860675, 1, 0.8136666615804037, 1, 0.38605000178019205, 1, 0.36389999389648436, 1, 1.370383326212565, 1, 0.9791666666666666, 1, 0.4320500055948893, 1, 0.5688833236694336, 1, 0.6337166468302409, 1, 0.775, 1, 5.277716573079427, 1, 1.2624000549316405, 1, 0.7717333475748698, 1, 2.8407666524251303, 1, 0.6597166697184245, 1, 0.08371666272481283, 1, 1, 1, 0, 0, 0
0.3, 3.0119000752766927, 1,0, 0,0, 0,0, 0, 1.2415499369303384, 1, 2.36183344523112, 1, 1.6145999908447266, 1,0, 0, 0.9238833109537761, 1, 2.675499979654948, 1, 0.42266667683919273, 1, 0.35066668192545575, 1,0, 0, 7.666666681567828E-4, 0, 6.113766479492187, 1, 1.0666666666666667, 1, 0.9241666793823242, 1, 7.350216674804687, 1, 1.1268333435058593, 1, 0.06771667003631592, 1, 0, 0, 1, 0, 1
0.3, 0.028233333428700765, 0, 1.874000040690104, 1, 0.3448833465576172, 1, 1.2387166341145834, 1, 0.021166666348775228, 0, 1.1278832753499348, 1, 0.02050000031789144, 0, 0.6373833338419597, 1, 0.3721166610717773, 1, 0.01459999978542328, 0, 0.02723333239555359, 0, 0.04833333492279053, 1, 1.8213333129882812, 1, 0.48661667505900064, 1, 2.3501665751139322, 1, 1.3990000406901042, 1, 0.40983333587646487, 1, 2.415266672770182, 1, 0.901883316040039, 1, 0.15061666170756022, 1, 1, 1, 0, 0, 0
0.3, 0.4247833251953125, 1, 9.33333362142245E-4, 1, 0.3237833340962728, 1, 1.7779500325520834, 1, 1.468500010172526, 1, 0.7362833023071289, 1, 1.8229499816894532, 1, 1.729550043741862, 1, 3.5253334045410156, 1, 0.726716677347819, 1, 0.2565000057220459, 1, 3.231499989827474, 1, 1.110616683959961, 1, 0.6890499750773112, 1, 2.9692166646321616, 1, 1.184433364868164, 1, 0.6029499689737956, 1, 2.813116709391276, 1, 1.141616694132487, 1, 0.1375, 1, 1, 0, 1, 0, 1
0.3, 3.0687332153320312, 1, 1.6525999704996746, 1, 0.054499999682108564, 1, 0.08523333072662354, 1, 0.8580500284830729, 1, 0.7341000239054362, 1, 2.5162333170572917, 1, 0.06888333161671957, 1, 0.4638999938964844, 1, 2.049500020345052, 1, 0.1475499947865804, 1, 0.4392666816711426, 1, 0.5778333028157552, 1, 0.0743333339691162, 1, 2.8558334350585937, 1, 1.4142833709716798, 1, 0.39156665802001955, 1, 1.0556666692097982, 1, 2.0320499420166014, 1, 0.07945000330607097, 1, 1, 1, 0, 0, 0
0.3, 0.5921666463216145, 1, 0.36573333740234376, 1, 0.2504500071207682, 1, 0.884933344523112, 1, 1.3433999379475912, 1, 2.6237167358398437, 1, 0.9757666905721029, 1, 0.323716672261556, 1, 1.984616724650065, 1, 0.7709499994913737, 1, 0.05049999952316284, 1, 1.2698833465576171, 1, 1.7197333017985026, 1, 1.9187833150227864, 1, 2.823400115966797, 1, 3.238433329264323, 1, 0.7474333445231119, 1, 0.030933332443237305, 1, 1.7685000101725261, 1, 0.30828332901000977, 1, 1, 0, 1, 1, 1
0.3, 0.532783317565918, 1, 0.3355999946594238, 1, 0.6114333470662435, 1, 0.5348333358764649, 1, 0.6373833338419597, 1, 1.2093833923339843, 1, 1.3175666809082032, 1, 1.1471666971842447, 1, 7.475600179036459, 1, 2.4068333943684896, 1, 0.6790000279744466, 1, 2.667566680908203, 1, 0.8397833506266276, 1, 0.9484333038330078, 1, 1.915000025431315, 1, 1.2207166035970052, 1, 0.6806666692097981, 1, 1.6678999582926433, 1, 2.468449910481771, 1, 0.26350000699361165, 1, 1, 1, 0, 0, 1
0.3, 0.07988333702087402, 1, 0.016833333174387614, 1, 0.2037333329518636, 1, 0.5877666473388672, 1, 0.7018333435058594, 1, 1.2092333475748698, 1, 0.15673333803812664, 1, 0.9319999694824219, 1, 1.685616683959961, 1, 0.6362333297729492, 1, 0.022833333412806193, 0, 0.9175999959309896, 1, 0.010616667071978251, 0, 0.695900026957194, 1, 1.8044999440511067, 1, 1.3693333943684896, 1, 0.5016166687011718, 1, 2.245833333333333, 1, 1.480933380126953, 1, 0.10521667003631592, 1, 1, 1, 0, 0, 1
0.3, 0.5668999989827473, 1, 1.7120999654134115, 1, 0.20078333218892416, 1, 1.0010666529337564, 1, 2.9091166178385417, 1, 0.8652166366577149, 1, 1.8300000508626302, 1, 1.1191666920979817, 1, 0.55016663869222, 1, 1.3690666198730468, 1, 0.1702833334604899, 1, 1.215500005086263, 1, 1.3073333740234374, 1, 2.1758832295735675, 1, 1.0321666717529296, 1, 1.6824999491373698, 1, 2.4651166280110677, 1, 1.8910666147867838, 1, 1.823616663614909, 1, 0.13271666367848714, 1, 1, 1, 0, 0, 1
0.3, 1.363550059000651, 1, 0.9730000178019206, 1, 0.020566666126251222, 1, 0.025283332665761313, 1, 0.556933339436849, 1, 0.4097333272298177, 1, 2.363616689046224, 1, 0.8700666427612305, 1, 0.3226666768391927, 1, 0.3902666727701823, 1, 0.3407833417256673, 1, 0.03316666682561239, 1, 0.4126666704813639, 1, 0.02166666587193807, 1, 1.490000025431315, 1, 0.01721666653951009, 1, 0.4443833351135254, 1, 0.7650000254313151, 1, 1.0172333399454752, 1, 0.1096666653951009, 1, 1, 1, 0, 0, 0
0.3, 0.5345500310262045, 1, 0.738783327738444, 1, 0.5724000295003255, 1, 1.103000005086263, 1, 0.4694499969482422, 1, 1.3219999949137369, 1, 2.493333435058594, 1, 0.6241166432698567, 1, 0.4474500020345052, 1, 1.6196666717529298, 1, 0.5021166801452637, 1, 0.9858333587646484, 1, 0.12699999809265136, 1, 1.1248332977294921, 1, 1.8960999806722005, 1, 4.44278310139974, 1, 0.9037833531697591, 1, 3.202783457438151, 1, 2.685333251953125, 1, 0.12878333727518718, 1, 1, 1, 0, 0, 1
0.3, 1.1579332987467448, 1, 0.618833351135254, 1, 0.6686666488647461, 1, 0.4729999860127767, 1, 0.7523333231608073, 1, 2.1095666249593097, 1, 2.2855499267578123, 1, 0.2286666711171468, 1, 2.562599945068359, 1, 2.0652833302815754, 1, 0.4424999872843424, 1, 3.04933344523112, 1, 0.6221166610717773, 1, 0.6799333572387696, 1, 1.8239332834879558, 1, 1.047949981689453, 1, 1.8122833251953125, 1, 1.1611000061035157, 1, 2.6850499471028644, 1, 0.09788333574930827, 1, 1, 1, 0, 0, 1
0.3, 1.3932333628336588, 1,0, 0, 7.833333065112431E-4, 0, 1.8376167297363282, 1, 0.6440500259399414, 1, 2.252050018310547, 1, 1.690500005086263, 1,0, 0, 4.234450022379558, 1, 0.9308833440144857, 1, 0.3181166648864746, 1, 4.470599873860677, 1,0, 0, 1.582949956258138, 1, 2.829833221435547, 1, 3.4334500630696616, 1, 0.9638833363850912, 1, 0.8263833363850911, 1, 2.152166748046875, 1, 0.16538333892822266, 1, 0, 0, 1, 0, 1
0.3, 0.6247666676839193, 1, 0.7037166595458985, 1, 0.517383321126302, 1, 1.2602333068847655, 1, 0.828066635131836, 1, 0.13766667048136394, 1, 2.4963834126790365, 1, 0.681933339436849, 1, 0.24033333460489908, 1, 1.5482166290283204, 1, 0.590933354695638, 1, 9.000000233451525E-4, 0, 1.0154499689737955, 1, 0.6050500233968099, 1, 1.6206000010172525, 1, 0.03954999844233195, 1, 1.079266611735026, 1, 2.7638832092285157, 1, 0.029999999205271403, 1, 0.16138332684834797, 1, 0, 0, 1, 0, 1
